acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
0.645,0.745,-0.182,4.62,-4.27,0.892,brushing
0.645,0.742,-0.183,4.62,-4.27,0.892,brushing
0.645,0.742,-0.183,4.165,-5.355,0.402,brushing
0.643,0.739,-0.183,4.165,-5.355,0.402,brushing
0.643,0.739,-0.183,3.64,-6.002,-0.07,brushing
0.642,0.734,-0.181,3.64,-6.002,-0.07,brushing
0.642,0.734,-0.181,3.202,-6.23,-0.542,brushing
0.644,0.727,-0.183,3.202,-6.23,-0.542,brushing
0.644,0.728,-0.191,3.202,-6.23,-0.542,brushing
0.644,0.728,-0.191,2.905,-5.425,-1.032,brushing
0.644,0.733,-0.192,2.905,-5.425,-1.032,brushing
0.644,0.733,-0.192,2.695,-4.9,-1.207,brushing
0.645,0.729,-0.194,2.695,-4.9,-1.207,brushing
0.645,0.729,-0.194,2.625,-5.232,-1.242,brushing
0.645,0.723,-0.197,2.625,-5.232,-1.242,brushing
0.645,0.723,-0.197,2.782,-4.917,-1.295,brushing
0.643,0.724,-0.197,2.782,-4.917,-1.295,brushing
0.643,0.724,-0.197,2.94,-4.112,-1.19,brushing
0.642,0.72,-0.199,2.94,-4.112,-1.19,brushing
0.642,0.72,-0.199,3.08,-3.692,-1.155,brushing
0.64,0.721,-0.203,3.08,-3.692,-1.155,brushing
0.64,0.721,-0.203,3.15,-2.537,-0.997,brushing
0.643,0.726,-0.199,3.15,-2.537,-0.997,brushing
0.643,0.726,-0.199,3.43,-2.362,-1.067,brushing
0.647,0.723,-0.201,3.43,-2.362,-1.067,brushing
0.646,0.731,-0.209,3.675,-1.575,-1.365,brushing
0.645,0.739,-0.213,3.675,-1.575,-1.365,brushing
0.645,0.739,-0.213,3.377,-1.33,-1.54,brushing
0.642,0.744,-0.212,3.377,-1.33,-1.54,brushing
0.642,0.744,-0.212,2.73,-1.82,-1.645,brushing
0.64,0.747,-0.205,2.73,-1.82,-1.645,brushing
0.64,0.747,-0.205,2.17,-2.257,-1.592,brushing
0.639,0.745,-0.196,2.17,-2.257,-1.592,brushing
0.639,0.745,-0.196,1.942,-2.555,-1.452,brushing
0.638,0.74,-0.196,1.942,-2.555,-1.452,brushing
0.638,0.74,-0.196,2.082,-2.222,-1.627,brushing
