acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-0.352,0.371,0.828,3.675,-3.972,-1.505,cleaning
-0.352,0.371,0.828,3.64,-4.077,-1.4,cleaning
-0.353,0.37,0.828,3.64,-4.077,-1.4,cleaning
-0.353,0.37,0.828,3.762,-4.095,-1.382,cleaning
-0.355,0.371,0.827,3.762,-4.095,-1.382,cleaning
-0.355,0.371,0.827,4.095,-3.955,-1.207,cleaning
-0.352,0.367,0.821,4.095,-3.955,-1.207,cleaning
-0.352,0.367,0.821,4.252,-3.657,-1.102,cleaning
-0.348,0.371,0.825,4.252,-3.657,-1.102,cleaning
-0.348,0.371,0.825,4.042,-3.622,-1.225,cleaning
-0.348,0.379,0.836,4.042,-3.622,-1.225,cleaning
-0.348,0.379,0.836,3.85,-4.305,-1.155,cleaning
-0.349,0.372,0.832,3.85,-4.305,-1.155,cleaning
-0.352,0.37,0.828,3.85,-4.305,-1.155,cleaning
-0.352,0.37,0.828,3.727,-4.41,-1.05,cleaning
-0.354,0.373,0.829,3.727,-4.41,-1.05,cleaning
-0.354,0.373,0.829,3.762,-4.427,-0.997,cleaning
-0.351,0.369,0.827,3.762,-4.427,-0.997,cleaning
-0.351,0.369,0.827,3.867,-4.865,-0.945,cleaning
-0.349,0.375,0.828,3.867,-4.865,-0.945,cleaning
-0.349,0.375,0.828,3.675,-5.215,-0.91,cleaning
-0.348,0.376,0.831,3.675,-5.215,-0.91,cleaning
-0.348,0.376,0.831,3.447,-6.055,-0.91,cleaning
-0.347,0.377,0.832,3.447,-6.055,-0.91,cleaning
-0.347,0.377,0.832,3.202,-6.79,-0.962,cleaning
-0.345,0.38,0.826,3.202,-6.79,-0.962,cleaning
-0.345,0.38,0.826,2.677,-7.157,-0.7,cleaning
-0.34,0.382,0.823,2.677,-7.157,-0.7,cleaning
-0.34,0.382,0.823,1.855,-7.805,-0.472,cleaning
-0.344,0.389,0.825,1.855,-7.805,-0.472,cleaning
-0.344,0.389,0.825,1.505,-8.802,0.21,cleaning
-0.349,0.367,0.829,1.505,-8.802,0.21,cleaning
-0.351,0.349,0.835,1.505,-8.802,0.21,cleaning
-0.351,0.349,0.835,1.75,-9.467,0.035,cleaning
-0.351,0.35,0.833,1.75,-9.467,0.035,cleaning
-0.351,0.35,0.833,2.135,-8.907,-0.49,cleaning
-0.352,0.353,0.834,2.135,-8.907,-0.49,cleaning
-0.352,0.353,0.834,2.397,-8.575,-0.717,cleaning
-0.353,0.355,0.836,2.397,-8.575,-0.717,cleaning
-0.353,0.355,0.836,2.555,-8.627,-0.892,cleaning
-0.354,0.356,0.839,2.555,-8.627,-0.892,cleaning
-0.354,0.356,0.839,2.852,-8.47,-0.717,cleaning
-0.351,0.355,0.835,2.852,-8.47,-0.717,cleaning
-0.351,0.355,0.835,2.852,-8.54,-0.63,cleaning
-0.346,0.357,0.832,2.852,-8.54,-0.63,cleaning
-0.346,0.357,0.832,2.572,-8.872,-0.717,cleaning
-0.349,0.358,0.838,2.572,-8.872,-0.717,cleaning
-0.349,0.358,0.838,2.747,-9.205,-0.647,cleaning
-0.35,0.359,0.842,2.747,-9.205,-0.647,cleaning
-0.35,0.359,0.842,3.132,-9.94,-0.297,cleaning
-0.348,0.369,0.841,3.132,-9.94,-0.297,cleaning
-0.342,0.383,0.84,3.132,-9.94,-0.297,cleaning
-0.342,0.383,0.84,2.677,-13.422,0.122,cleaning
-0.338,0.38,0.84,2.677,-13.422,0.122,cleaning
-0.338,0.38,0.84,1.085,-20.842,0.052,cleaning
-0.338,0.353,0.833,1.085,-20.842,0.052,cleaning
-0.338,0.353,0.833,-0.595,-27.23,-0.175,cleaning
-0.348,0.325,0.832,-0.595,-27.23,-0.175,cleaning
-0.348,0.325,0.832,-1.295,-26.092,0.56,cleaning
-0.351,0.325,0.843,-1.295,-26.092,0.56,cleaning
-0.351,0.325,0.843,-1.155,-21.927,1.102,cleaning
-0.353,0.326,0.85,-1.155,-21.927,1.102,cleaning
-0.353,0.326,0.85,-0.542,-19.25,1.645,cleaning
-0.347,0.318,0.844,-0.542,-19.25,1.645,cleaning
-0.347,0.318,0.844,-0.472,-17.202,2.1,cleaning
-0.353,0.319,0.842,-0.472,-17.202,2.1,cleaning
-0.353,0.319,0.842,-0.227,-15.767,2.327,cleaning
-0.355,0.316,0.841,-0.227,-15.767,2.327,cleaning
-0.353,0.305,0.84,0.612,-14.437,2.485,cleaning
-0.348,0.302,0.842,0.612,-14.437,2.485,cleaning
-0.348,0.302,0.842,1.085,-12.18,2.24,cleaning
-0.341,0.312,0.842,1.085,-12.18,2.24,cleaning
-0.341,0.312,0.842,0.367,-10.255,2.03,cleaning
-0.359,0.313,0.863,0.367,-10.255,2.03,cleaning
-0.359,0.313,0.863,-0.035,-10.255,2.152,cleaning
-0.351,0.314,0.858,-0.035,-10.255,2.152,cleaning
-0.351,0.314,0.858,0.665,-10.92,2.012,cleaning
-0.35,0.307,0.852,0.665,-10.92,2.012,cleaning
-0.35,0.307,0.852,0.945,-10.395,2.607,cleaning
-0.353,0.299,0.845,0.945,-10.395,2.607,cleaning
-0.353,0.299,0.845,0.892,-9.345,2.835,cleaning
-0.364,0.295,0.855,0.892,-9.345,2.835,cleaning
-0.364,0.295,0.855,1.4,-8.12,2.59,cleaning
-0.361,0.3,0.854,1.4,-8.12,2.59,cleaning
-0.361,0.3,0.854,1.925,-7.14,2.362,cleaning
